track_id,artist,track_name,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,lyrics
37Nqx7iavZpotJSDXZWbJ3,Drake,Girls Want Girls,221979,0.767,0.438,7,-8.726,0,0.29,0.181,0.0,0.142,0.381,86.975," Woah, woah Woah, woah, woah Ayy  Starin' at your dress 'cause it's see-through Yeah, talkin' all the shit that you done been through Yeah, say that you a lesbian, girl, me too Ayy, girls want girls where I'm from Wait, woah, yeah, girls want girls Woah, yeah, woah, yeah, girls want girls where I'm from Oh, yeah, yeah, girls want girls where Ayy, woah, girls want girls where I'm from, ayy  Cannot play a player, babe I grew up with Drayaface I done seen the realest ones come and leave a crazy way Had to take my spot, it wasn't somethin' they just gave away Sorry to all my fans that might've caught me on a crazy day Fuck you niggas thinkin' tryna block me on a fadeaway? I've been on that shit, I only vibе with a payday Say you go that way, I guess we both go the samе way Girls want girls where I'm from Yeah, yeah, where we both from Ayy, and you just got to Miami, need hotel rooms Niggas told you that they love you, but they fell through So you shotting '42 'cause you Ayy, and you throwin' on that dress 'cause it's see-through Yeah, talkin' all the shit that you done been through Yeah, textin' me and say, ""I need to see you"""
5vGLcdRuSbUhD8ScwsGSdA,CJ,Whoopty,123262,0.719,0.648,3,-7.6,0,0.125,0.2,0.0,0.127,0.66,140.201," Heavy on the SSO shit, man Loyalty over royalty, y'all niggas know the vibes Pxcoyo killed this beat, bitch Whoopty, bitch, I'm outside, it's a movie, huh (whoopty) Blue cheese, I swear, I'm addicted to blue cheese I gotta stick to this paper-like loose leaf Bitch, I'm 'bout my chicken like it's a two-piece You can have your bitch back, she a groupie She just swallowed all my kids in the two-seat (skrrt) Swagged out, for Milly we bringing them gats out I still got some racks stuffed in the trap house Off the '42, I'm blowing her back out (blowing her back out) I'm back on my bullshit, swing back with a full clip They say I'm moving ruthless, and my shooters, they shooting I don't shake 'til thеy Ruth Chris (my shooters, my shooters, they shooting) I get the breesh, then it's adiós If I'm with your treesh, thеn she's giving throat When I see police, then we getting low That's another piece, that's another Zoe Ice in the VV's, now she's down to get treeshy I got all this water on me like FIJI Bitch, I'm posted up with Hats and the Sleezys Smokin' the zaza, it go straight to the māthā Then I'm uppin' the choppa I'm hittin' the cha-cha, open his lata Then he dancin' bachata Smokin' the zaza, it go straight to the māthā Then I'm uppin' the choppa I'm hittin' the cha-cha, then I open his lata Then he dancin' bachata Whoopty, bitch, I'm outside, it's a movie, huh (whoopty) Blue cheese, I swear, I'm addicted to blue cheese I gotta stick to this paper-like loose leaf Bitch, I'm 'bout my chicken like it's a two-piece You can have your bitch back, she a groupie She just swallowed all my kids in the two-seat (skrrt) Swagged out, for Milly we bringing them gats out I still got some racks stuffed in the trap house Off the '42, I'm blowing her back out (blowing her back out) I'm back on my bullshit, swing back with a full clip They say I'm moving ruthless, and my shooters, they shooting I don't shake 'til thеy Ruth Chris (shooters, they shooting) Swagged out, for Milly we bringing them gats out I still got some racks stuffed in the trap house Off the '42, I'm blowing her back out (blowing her back out) I'm back on my bullshit, swing back with a full clip They say I'm moving ruthless, and my shooters, they shooting I won't take her to Ruth's Chris (and my shooters, they shootin')"
4jPy3l0RUwlUI9T5XHBW2m,24kGoldn,Mood,140533,0.701,0.716,7,-3.671,0,0.0361,0.174,0.0,0.324,0.732,91.007," Oh-oh-oh Yeah, yeah, yeah, yeah (Yeah)  Why you always in a mood? Fuckin' 'round, actin' brand new I ain't tryna tell you what to do But try to play it cool Baby, I ain't playin' by your rules Everything look better with a view Why you always in a mood? Fuckin' 'round, actin' brand new I ain't tryna tell you what to do But try to play it cool Baby, I ain't playin' by your rules Everything look better with a view, yeah  I could never get attached When I start to feel, I unattach Somehow, I always end up feelin' bad Baby, I am not your dad It's not all you want from me I just want your company Girl, it's obvious,  elephant in the room And we're a part of it, don't act so confused And you love startin' it, now I'm in a mood Now we arguin' in my bedroom"
31qCy5ZaophVA81wtlwLc4,Justin Bieber,Anyone,190779,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884," Dance with me under the diamonds See me like breath in the cold Sleep with me here in the silence Come kiss me, silver and gold  You say that I won't lose you, but you can't predict the future So just hold on like you will never let go Yeah, if you ever move on without me I need to make sure you know that  You are the only one I'll ever love (I gotta tell ya, gotta tell ya) Yeah, you, if it's not you, it's not anyone (I gotta tell ya, gotta tell ya) Lookin' back on my life, you're the only good I've ever done (Ever done) Yeah, you, if it's not you, it's not anyone (Anyone) Not anyone  Forever's not enough time to (Oh) Love you the way that I want (Love you the way that I want) 'Cause every mornin', I'll find you (Oh) I fear the day that I don't  You say that I won't lose you, but you can't predict the future 'Cause certain things are out of our control Yeah, if you ever move on without me I need to make sure you know that"
07MDkzWARZaLEdKxo6yArG,THE ANXIETY,Meet Me At Our Spot,162680,0.773,0.47,2,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995," When I wake up, I can't even stay up I slept through the day, fuck I'm not getting younger But when I'm older ,  I'll be so much stronger I'll stay up for longer Meet me at our spot  Caught a vibe (Woo, woo) Baby, are you coming for the ride? (The ride, the ride, the ride) I just wanna look into your eyes (Your eyes, your eyes) I just wanna stay for the night, night, night When we take a drive (Woo, woo) Maybe we can hit the 405 Hypnotized by the lights Man, this must be the life [Verse 2: Tyler Cole &  WILLOW ] When I go to sleep, I can't even fall asleep Something's got ahold of me Feel it taking over me But when I'm older I'll be moving onward I just got a drunk text ( Meet me at our spot )"
0E4Y1XIbs8GrAT1YqVy6dq,Ed Sheeran,Afterglow,185486,0.641,0.324,11,-5.851,1,0.0299,0.698,0.0,0.328,0.273,110.184," (One, two)  Stop the clocks, it's amazing You should see the way the light dances off your hair A million colours of hazel, golden, and red Saturday morning is fading The sun's reflected by the coffee in your hand My eyes are caught in your gaze all over again  We were love-drunk, waiting on a miracle Tryna find ourselves in the winter snow So alone in love like the world had disappeared Oh, I won't be silent and I won't let go I will hold on tighter 'til the afterglow And we'll burn so bright 'til the darkness softly clears  Oh, I will hold on to the afterglow Oh, I will hold on to the afterglow  The weather outside's changing The leaves are buried under six inches of white The radio is playing Iron & Wine This is a new dimension This is a level where we're losing track of time I'm holding nothing against it, except you and I"
7vrJn5hDSXRmdXoR30KgF1,KAROL G,BICHOTA,178946,0.863,0.666,1,-4.158,0,0.152,0.212,0.000493,0.103,0.838,163.908,"  Salgo acicalá' de pie' a tope Porque puede ser que con el culo mío te topes (Oh) Me siento bichota sin salir del bloque (Ah) To' me quieren partir y no tienen con qué  Roncan, pero no pueden con mi pum-pum, con mi pum-pum Y si hay alguien que me rompa Porque no pueden con mi pum-pum Con mi pum-pum, con mi pum-pum  Por encima se me nota que me sobra el piquete, piquete No' dimo' un par de botella' y ahora estamo' al garеte Yo también tengo una Jeepeta La tеngo fuleteá' con to'a mi' shortie' Dejamo' el miedo en la gaveta, ah-ah Cuida'o con lo que sube' pa'l story Y adivina quién viene por ahí Viene Juana, viene Mari To'a la' babie' quieren party Un commentary fuera 'e lugar y Y te vamo' a romper, yeah-yeah-yeah-yeah"
5JqZ3oqF00jkT81foAFvqg,Miley Cyrus,Prisoner,169333,0.781,0.67,3,-3.912,0,0.0452,0.0103,0.0,0.0761,0.595,127.99," Prisoner, prisoner, locked up Can't get you off my mind, off my mind Lord knows I tried a million times, million times, oh-woah Why can't you, why can't you just let me go? [Verse 1: Dua Lipa &  Miley Cyrus ] Strung out on a feeling, my hands are tied Your face on my ceiling, I fantasize Oh, I can't control it, I can't control it ( I can't control it ) I try to replace it with city lights I'll never escape it, I need the high Oh, I can't control it, I can't control it (Oh)  You keep making it harder to stay But I still can't run away I gotta know why can't you, why can't you just let me go? [Chorus: Dua Lipa &  Miley Cyrus ] Prisoner, prisoner, locked up Can't get you off my mind, off my mind Lord knows I tried a million times, million times, oh-woah Why can't you, why can't you just let me go? Prisoner, prisoner, locked up Can't get you off my mind, off my mind Lord knows I tried a million times, million times, oh-woah Why can't you, why can't you just let me go?"
0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,200040,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005," Yeah  I've been tryna call I've been on my own for long enough Maybe you can show me how to love, maybe I'm goin' through withdrawals You don't even have to do too much You can turn me on with just a touch, baby  I look around and Sin City's cold and empty (Oh) No one's around to judge me (Oh) I can't see clearly when you're gone  I said, ooh, I'm blinded by the lights No, I can't sleep until I feel your touch I said, ooh, I'm drowning in the night Oh, when I'm like this, you're the one I trust Hey, hey, hey  I'm running out of time 'Cause I can see the sun light up the sky So I hit the road in overdrive, baby, oh"
54bFM56PmE4YLRnqpW6Tha,Billie Eilish,Therefore I Am,174321,0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009," I'm not your friend Or anything, damn You think that you're the man I think, therefore, I am I'm not your friend Or anything, damn You think that you're the man I think, therefore, I am  Stop, what the hell are you talking about? Ha Get my pretty name out of your mouth We are not the same with or without Don't talk 'bout me like how you might know how I feel Top of the world, but your world isn't real Your world's an ideal  So go have fun I really couldn't care less And you can give 'em my best, but just know  I'm not your friend Or anything, damn You think that you're the man I think, therefore, I am I'm not your friend Or anything, damn You think that you're the man I think, therefore, I am"
6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,174000,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39," Tastes like strawberries on a summer evenin' And it sounds just like a song I want more berries and that summer feelin' It's so wonderful and warm  Breathe me in, breathe me out I don't know if I could ever go without I'm just thinking out loud I don't know if I could ever go without  Watermelon sugar high Watermelon sugar high Watermelon sugar high Watermelon sugar high Watermelon sugar  Strawberries on a summer evenin' Baby, you're the end of June I want your belly and that summer feelin' Getting washed away in you  Breathe me in, breathe me out I don't know if I could ever go without"
2xdwCJLfKCkat14mlgR26M,Billie Eilish,Lost Cause,212496,0.671,0.336,10,-8.494,0,0.241,0.705,0.00751,0.0577,0.518,75.051," Something's in the—  Something's in the air right now Like I'm losin' track of time (Time, time) Like I don't really care right now But maybe that's fine You weren't even there that day I was waitin' on you (You, you) I wonder if you were aware that day Was the last straw for me and I knew  I sent you flowers Did you even care? You ran the shower And left them by the stairs Ooh-ooh-ooh, a-a-a-ayy Thought you had your shit together, but damn, I was wrong (Wrong)  You ain't nothin' but a lost cause (Cause, cause) And this ain't nothin' like it oncе was (Was, was) I know you think you're such an outlaw But you got no job (Job) You ain't nothin' but a lost cause (Cause) And this ain't nothin' likе it once was (Was) I know you think you're such an outlaw But you got no job"
5TnQ453LtEy08EwrIUtB1e,Pop Smoke,What You Know Bout Love,160000,0.584,0.547,7,-8.502,0,0.382,0.655,1.64e-06,0.134,0.56,83.917," Uh  Shawty go joggin' every morning (Every morning) And she make me breakfast almost every morning (Every morning) And she take a naked pic before she leave the door I be wakin' up to pics before a nigga yawnin' And every weekend my shawty comin' over (Over) Shawty could Fendi out, but she like Fashion Nova (Nova) She ain't drivin' no Camry, she pullin' in a Rover (Rover) With her hair so curly, I love you, baby  She said, ""What you know 'bout love?"" (I'll tell you everything) I got what you need (Oh) Walk up in the store and get what you want (Go get it) You get what you please We 'bout to get it on, take off them drawers (I said I love you, baby) It's just you and me You know what I be on, I'm about to go raw (I love you, baby) 'Cause I like what I see (Oh)  Look, baby, I said I ain't gon' front (Uh) You got my heart beatin' so fast to words I can't pronounce And I be gettin' the chills every time I feel your touch I be lookin' at the top and girl, it's only us All I need is your trust And girl I told you once, don't make me tell you twice (Word) I know you see this print through my pants that I know you like (Like, nah) And yo' ass be lookin' so fat when it be in them tights (In them tights) And I'm goin' straight to the top, so hope you ain't afraid of heights You always keep me right, for a fact, you never left (Left) Through all the trials and tribulations, always had my best (My best) So here's fifty-five hunnid, go and get your breasts (Your breasts) Start rubbin' on your butt, start kissin' on your neck Hey batter, batter, hey batter, batter (Batter) Niggas know I had to swing, I had to make a play (Make a play) I had to apply the pressure, 'cause you my hidden treasure I think I'm fallin' in love"
4saklk6nie3yiGePpBwUoc,BTS,Dynamite,199053,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044," 'Cause I, I, I'm in the stars tonight So watch me bring the fire and set the night alight  Shoes on, get up in the morn' Cup of milk, let's rock and roll King Kong, kick the drum Rolling on like a Rolling Stone Sing-song when I'm walkin' home Jump up to the top, LeBron Ding-dong, call me on my phone Ice tea and a game of ping pong [Pre-Chorus: RM,  j-hope ] This is gettin' heavy, can you hear the bass boom? I'm ready (Woo-hoo) Life is sweet as honey, yeah, this beat cha-ching like money, huh Disco overload, I'm into that, I'm good to go I'm diamond, you know I glow up Hey, so let's go [Chorus: Jung Kook,  Jimin ] 'Cause I, I, I'm in the stars tonight So watch me bring the fire and set the night alight (Hey) Shinin' through the city with a little funk and soul So I'ma light it up like dynamite, woah-oh-oh"
6cx06DFPPHchuUAcTxznu9,Joel Corry,Head & Heart,166028,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953," Bum-bum-ba-dum, bum-bum, bum-bum-ba-dum Bum-bum-ba-dum, bum-bum, bum-bum-ba-da-dum  Oh my God, oh my God, this feeling's just begun Saying things I've never said, doing things I've never done (Ha) Oh my God, oh my God, when I see you I should run But I'm frozen in motion and my head tells me to stop Tells me to stop  Feeling feelings I feel about us (Hmm) Try to fight it, but it's never enough My heart is certain it's more than a crush 'Cause I'm frozen in motion and my head tells me to stop  But my heart goes Bum-bum-ba-dum, bum-bum, bum-bum-ba-dum Bum-bum-ba-dum, bum-bum, bum-bum-ba-da-dum 'Cause my heart goes Bum-bum-ba-dum, bum-bum, bum-bum-ba-dum Bum-bum-ba-dum, bum-bum, bum-bum-ba-da-dum  Oh, oh my God, oh my God, can't believe what I've become (Ha) I'm thinking things I shouldn't think, singing songs I've never sung Oh, oh my God, oh my God, when I see you I should run But I'm frozen in motion and my head tells me to stop Tells me to stop"
5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,215626,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,"[ Intro ] Ooh Na-na, yeah  I saw you dancing in a crowded room (Uh) You look so happy when I'm not with you But then you saw me, caught you by surprise A single teardrop falling from your eye  I don't know why I run away I make you cry when I run away  You could've asked me why I broke your heart You could've told me that you fell apart But you walked past me like I wasn't there And just pretended like you didn't care  I don't know why I run away I make you cry when I run away  Take me back 'cause I wanna stay Save your tears for another"
2etHQJxIbV0soyPhelVs9Y,Saweetie,Best Friend,155883,0.84,0.766,4,-4.12,1,0.136,0.00302,3.61e-06,0.0684,0.402,94.018,"[Chorus: Doja Cat &  Saweetie ] That's my best friend, she a real bad bitch Got her own money, she don't need no nig' On the dance floor, she had two, three drinks Now she twerkin', she throw it out and come back in That's my best friend, she a real bad bitch Drive her own car (Alright),   she don't need no Lyft In the strip club (Oh yeah), know my girl gon' tip Now she twerkin' (Huh), she throw it out and come back in (Ha)  Beep-beep, is that my bestie in a Tessie? Fresh blow out, skin on ten, ooh, she ready Bitch, you look goodt, with a T at the end I'ma hype her every time, that my mothеrfuckin' friend She been down since thе jellies and the bobos Now we steppin' out the G in Manolos When we pull up to the scene, they be filled with jealousy If a bitch get finicky, she gon' bring that energy (Pop-pop-pop) I hit her phone with the tea, like, ""Bitch, guess what? All the rich-ass boys wanna fuck on us"" All this ass sittin' up, you could look, don't touch And I'm bad bussin' bands every time we link up [Chorus: Doja Cat &  Saweetie ] That's my best friend, she a real bad bitch Got her own money, she don't need no nig' On the dance floor, she had two, three drinks Now she twerkin', she throw it out and come back in That's my best friend, she a real bad bitch Drive her own car (Alright),   she don't need no Lyft In the strip club (Oh yeah), know my girl gon' tip Now she twerkin' (Huh), she throw it out and come back in (Ha)"
3aQem4jVGdhtg116TmJnHz,Drake,What’s Next,178153,0.781,0.594,0,-6.959,0,0.0485,0.0136,0.0,0.162,0.0628,129.895," Ayy, woah Ayy, ayy Yeah  I'm makin' a change today The liquor been takin' the pain away I heard you was givin' your chain away That's kinda like givin' your fame away What's wrong with you? I sit in a box where the owners do A boss is a role that I've grown into I love you to death but I told you the truth  I can't just be with you and only you Yeah, I got one, Virgil got one and that there is the only two Man, how many times have I shown improvement? How many nights I been (Woah) Swervin' them potholes Not tryna fuck up the wheels on the road, okay Funny how life goes He thought he was sick, now he wipin' his nose, okay Soon as you give 'em your soul You blow up and they say you're sеlling your soul, okay They want my life exposеd They wanna know about the highs and lows"
2pn8dNVSpYnAtlKFC8Q0DJ,ROSÉ,On The Ground,168085,0.311,0.607,1,-6.578,1,0.11,0.0174,0.0,0.131,0.286,188.7," My life's been magic, seems fantastic I used to have a hole in the wall with a mattress Funny when you want it, suddenly you have it You find out that your gold's just plastic  Every day, every night I've been thinkin' back on you and I Every day, every night  I worked my whole life Just to get right, just to be like ""Look at me, I'm never comin' down"" I worked my whole life Just to get high, just to realise Everything I need is on the Everything I need is on the ground  On the ground Everything I need is on the ground Nah, but they don't hear me though (Yeah, what goes up, it must come down) Nah, but they don't hear me though (You're runnin' out of time)"
6F2r4HgpJnvKDmkN6JEN6J,Justin Bieber,As I Am,174406,0.595,0.543,11,-8.149,1,0.038,0.127,0.0,0.0975,0.109,99.928," By myself sometimes, to give my mind some space Yeah, I know, yeah, I know that it hurts when I push your love away, I hate myself I wanna tell you lies so your heart won't break Yeah, I know, yeah, I know that I made my fair share of mistakes  Sometimes I don't know why you love me Sometimes I don't know why you care Take me with the good and the ugly Say, ""I'm not goin' anywhere""  Take me as I am, swear I'll do the best I can Say, ""I'm not goin' anywhere"" Take mе as I am, swear I'll do the best I can Say, ""I'm not goin' anywhеre""  A thousand miles apart, yeah, you're the one that holds my heart It's no surprise, and I tell you all the time And when life gets way too hard, I'll meet you in the stars, you know I will I'll keep you near (Mmm), as I wipe away your tears (Mmm), yes  Sometimes I don't know why you love me Sometimes I don't know why you care Take me with the good and the ugly Say, ""I'm not goin' anywhere"""
0BI0hfbmqybnd3TezrDME3,Demi Lovato,Met Him Last Night,204631,0.538,0.512,4,-4.548,0,0.0262,0.22,0.0,0.101,0.12,144.978," Late at night, I'm sippin' as you pass me by Red or white? You pour another, say, ""It's fine""  I don't believe in you (I, I don't believe that) 'Cause I know just how you do (I, I seen it right through) [Chorus: Demi Lovato,  Ariana Grande ,  Demi Lovato & Ariana Grande ] I've seen the devil, yeah, I met him last night Had conversation, yeah, I think he's alright Seemed kinda funny, yeah, he kinda my type ( Yeah, he's kinda my type ) Yeah, yeah, yeah I've seen the devil, yeah, I met him last night One conversation,  now he's spendin' the night I think I Iove him,  though I know it ain't right  You got mе fucked up, I won't let this happen again  (Mm-mm, yеah) This the last time, you won't take advantage of my innocence (Mm-mm, yeah)  I don't believe in you (I, I don't believe that) Disguised, but I see right through (I, I seen it right through) [Chorus: Demi Lovato,  Ariana Grande ,  Demi Lovato & Ariana Grande ] I've seen the devil, yeah, I met him last night Had conversation, yeah, I think he's alright Seemed kinda funny, yeah, he kinda my type ( Yeah, he's kinda my type ) Yeah, yeah, yeah I've seen the devil, yeah, I met him last night One conversation, now he's spendin' the night I think I Iove him, though I know it ain't right ( No, no, it ain't right, yeah )"
5qNh5WtzMbfpSj2jLlBkoD,Billie Eilish,Your Power,245896,0.634,0.285,9,-14.007,0,0.0807,0.937,0.000359,0.232,0.203,129.65, Try not to abuse your power I know we didn't choose to change You might not wanna lose your power But havin' it's so strange  She said you were a hero You played the part But you ruined her in a year Don't act like it was hard And you swear you didn't know (Didn't know) No wonder why you didn't ask She was sleepin' in your clothes (In your clothes) But now she's got to get to class  How dare you? And how could you? Will you only feel bad when they find out? If you could take it all back Would you?  Try not to abuse your power I know we didn't choose to change You might not wanna lose your power But havin' it's so strange
0LThjFY2iTtNdd4wviwVV2,BTS,Permission to Dance,187585,0.702,0.741,9,-5.33,1,0.0427,0.00544,0.0,0.337,0.646,124.925,"[Verse 1: Jung Kook,  RM ] It's the thought of being young When your heart's just like a drum Beating louder with no way to guard it When it all seems like it's wrong Just sing along to Elton John And to that feeling, we're just getting started [Pre-Chorus: Jimin,  Jin ] When the nights get colder And the rhythms got you falling behind Just dream about that moment When you look yourself right in the eye, eye, eye Then you say [Chorus: Jung Kook,  V ] I wanna dance The music's got me going Ain't nothing that can stop how we move, yeah Let's break our plans And live just like we're golden And roll in like we're dancing fools [Post-Chorus: Jimin,  RM ,  Jin ] We don't need to worry 'Cause when we fall, we know how to land Don't need to talk the talk, just walk the walk tonight 'Cause we don't need permission to dance"
40uMIn2zJLAQhNXghRjBed,Post Malone,Motley Crew,184213,0.797,0.631,3,-3.818,0,0.0786,0.0904,3.71e-06,0.0998,0.288,129.915," ( d.a. got that dope )  Count up the bands stickin' up No rubber band is big enough Chain is so heavy, can't pick it up Came with the gang, a myriad I seen your whip, hilarious Where is my roof? Mysterious My whip from  Fast & Furious Curtains with yellow interior I get the commas, period Covered in ice, Siberia I'm at the top of the pyramid Bitch, I'm a star, I'm Sirius We came to play, are you serious? Came with the gang, a myriad Came with the gang, a myriad Came with the motley crew  Sit up, ball, I just forgot where I was Pour it up, throw it up, sit up, woah Get up, bitch, get up, bitch, get up Came with a wig splitter I got John Wick hitters (Ooh) I'm a go-get-gеtter (Wow, uh)"
0e8nrvls4Qqv5Rfa2UhqmO,Lil Nas X,THATS WHAT I WANT,143901,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981," One, two, three,  four  Need a boy who can cuddle with me all night Keep me warm, love me long, be my sunlight Tell me lies, we can argue, we can fight Yeah, we did it before, but we'll do it tonight An afro, black boy with the gold teeth With dark skin, lookin' at me like he know me I wonder if he got the G or the B Let me find out and see, comin' over to me, yeah  These days, I'm way too lonely I'm missing out, I know These days, I'm way too alone And I'm known for givin' love away, but  I want someone to love mе I need someone who needs me 'Causе it don't feel right when it's late at night And it's just me in my dreams So I want someone to love That's what I fuckin' want"
2plRom0urixt6BE8t7kOhQ,Anitta,Girl From Rio,194421,0.692,0.639,0,-6.717,1,0.0352,0.00727,0.0,0.199,0.733,140.059," Hot girls, where I'm from, we don't look like models Tan lines, big curves, and the energy glows You'll be fallin’ in love with the girl from Rio (Yeah, yeah, yeah)  Let me tell you 'bout a different Rio (Yeah) The one I'm from,  but not the one that you know  (Hey) The one you meet when you don't have no Real (Hey) Baby, it's my love affair, it's my love affair, yeah (Hey, hey) Just found out I have another brother (Hey!) Same daddy, but a different mother (Have a brother) This was somethin’ that I always wanted Baby, it's a love affair, it's a love affair, yeah (Yeah, yeah, yeah)  Ooh, whoa I got it, I got it, I got it, I got it It runs in my blood, oh (Hey) I love it, I love it, I love it, I love it You already know, oh A dime, a dozen I'm lucky, I'm lucky, I'm lucky I know, oh It's my love affair, yeah (Um, dois, três, vai)"
0eu4C55hL6x29mmeAjytzC,Oliver Tree,Life Goes On,161803,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982," Babe, you're too controlling I’ma feed you to the wolves When you get nasty, back at me But, baby, don't distract me I'm a goner, I lost her Like why the hell you wanna Play me that way? You’re bad, babe You double-faced entendre  Life goes on and on and on and on and on and On and on and on On and on and on and on and on and On and on and on On and on and on and on and on and On and on and on On and on and on and on and on and On and on and on  Babe, you best believe it I'ma rip you up to pieces I'm a lover, not a fighter But I'll light this place on fire I want it, I'm on it But, babe, at least I'm honest I get tired of explaining As these seasons keep on changing"
3nY8AqaMNNHHLYV4380ol0,StarBoi3,Dick,175238,0.647,0.608,9,-6.831,1,0.42,0.13,0.0,0.0584,0.474,125.994," Dick, dick Dick, dick Dick, dick Dick  She done made some plans with my dick, ayy She goin' ham on my dick, ayy Sittin' on, stand on my dick, ayy She goin' ham on my, she goin' ham on my She goin' ham on my dick, ayy She made some plans with my dick, ayy Sittin' on, stand on my dick, ayy Usin' no hands on my dick, ayy  She made some plans on my dick tonight She not with him tonight She not with Jim tonight She in the gym tonight Workout in that pussy  (Ayy) I'm gettin' ripped tonight R.I.P. that pussy (Ayy) I'm goin' in tonight"
0WSEq9Ko4kFPt8yo3ICd6T,Kanye West,Praise God,226652,0.798,0.545,1,-6.466,1,0.168,0.00904,9.48e-05,0.258,0.212,118.029,"[Intro: Travis Scott &  Donda West ] That she wrote, ""Speech to the Young: Speech to the Progress-Toward"" Say to them, say to the down-keepers, the sun-slappers The self-soilers, the harmony-hushers Even if you are not ready for the day, it cannot always be night Serve, flex, I do work (Work) Six, I'm like Mike He's out of sight, woo You done got me piped Two-man like Ike Six out the spot (Uh, uh) Into the night [Verse 1: Travis Scott &  Kanye West ] Yeah, I'm shakin' the drop (Drop) I'm still up on top (Aight) I been had the bop The devil my opp, can't pay me to stop  (It's lit) My God at the top  (La Flame) [Chorus: Kanye West &  Donda West ] We gon' praise our way out the grave, dawg Livin', speakin', praise God Walkin' out the graveyard back to life I serve, follow your word, see with new sight,  into the night  ( Hey )"
